id_Cliente;CNPJ;Nome_Empresa;Segmento;UF;Cidade;Data_Cadastro;Status_Ativo;;
688;854-44-9332;Bluezoom;Serviços;MA;Polanica-Zdrój;31/12/2015;Ativo;;
835;243-27-8487;Skynoodle;Varejo;RN;Jingmao;23/08/2022;Ativo;;
145;562-27-8898;Oyope;Serviços;AM;Brańsk;18/11/2012;Inativo;;
776;165-39-2234;Youtags;Industria;GO;Amsterdam Oud Zuid en Rivierenbuurt;18/03/2008;Ativo;;
843;464-14-0645;Wikido;Varejo;RR;Araucária;05/04/2025;Ativo;;
855;468-29-8020;Thoughtstorm;Varejo;RN;Langtang;18/09/2025;Inativo;;
371;856-94-7509;Feedmix;Industria;SP;Rumāh;03/03/2019;Inativo;;
921;439-34-3888;Vidoo;Industria;GO;Watari;16/05/2022;Inativo;;
734;487-51-8460;Dazzlesphere;Industria;RJ;Clearwater;22/02/2019;Ativo;;
557;148-70-1623;Browsebug;Varejo;SP;Sydney;09/05/2019;Inativo;;
22;133-28-9596;Teklist;Industria;RR;Palocabildo;09/08/2008;Ativo;;
568;487-97-3684;Demivee;Industria;MA;Paris 13;21/04/2020;Inativo;;
286;166-79-1007;Rhybox;Varejo;RS;Hudai;11/07/2010;Ativo;;
262;204-15-5040;Muxo;Varejo;AM;Puerto Boyacá;18/11/2020;Inativo;;
500;384-05-6839;Edgepulse;Industria;RR;Jindřichov;01/08/2022;Inativo;;
492;689-27-8960;Tagopia;Industria;GO;Toba;03/05/2022;Ativo;;
515;117-23-7295;Flashspan;Industria;PA;Uluarang;02/01/2013;Inativo;;
973;739-64-2042;Trilia;Varejo;SE;Nangewer;17/04/2018;Inativo;;
10;454-22-8729;Jabbercube;Varejo;SP;Azteca;18/05/2012;Inativo;;
876;352-92-6429;Meedoo;Serviços;MS;Zambujeira;05/12/2014;Inativo;;
187;411-10-4749;Leenti;Serviços;MT;Yaguaraparo;05/01/2020;Inativo;;
78;640-40-1834;Eadel;Serviços;MA;El Ingenio;19/06/2020;Inativo;;
52;566-49-6043;Skimia;Varejo;TO;Timbuktu;23/06/2009;Ativo;;
850;858-51-0772;Tanoodle;Varejo;RR;Curahkalak Tengah;11/10/2022;Inativo;;
876;776-32-8316;Yacero;Varejo;RS;Gualeguay;16/11/2007;Inativo;;
967;580-38-5867;Dabjam;Serviços;RJ;Liutang;25/11/2024;Inativo;;
294;143-57-3007;Snaptags;Varejo;PA;San Agustín;25/09/2021;Inativo;;
563;373-79-0788;Twiyo;Varejo;SC;Leppävirta;01/10/2025;Inativo;;
736;341-29-5438;Skajo;Varejo;MT;Chum Phae;26/07/2008;Ativo;;
947;838-29-7140;Ainyx;Varejo;MT;Litibakul;13/07/2024;Ativo;;
477;581-48-6470;Youfeed;Serviços;MA;Lingshan;28/09/2012;Inativo;;
999;309-83-7698;Livepath;Varejo;RJ;Kovylkino;09/08/2025;Ativo;;
868;120-49-8795;Rooxo;Industria;PA;Helsingborg;01/08/2010;Ativo;;
354;283-32-5078;Katz;Industria;MS;Aquidauana;18/07/2022;Ativo;;
142;684-78-4678;Ainyx;Industria;PR;Châlons-en-Champagne;05/05/2022;Ativo;;
917;487-26-6710;Quimba;Industria;MA;Huntington;30/10/2023;Ativo;;
404;445-52-3511;Yabox;Varejo;GO;Al Marsá;05/04/2019;Ativo;;
966;710-68-1988;Skidoo;Industria;MG;Al Hilāliyya;31/03/2008;Ativo;;
946;748-85-1034;Gabtype;Serviços;MG;Qianshan;14/06/2020;Inativo;;
701;734-11-0379;Aibox;Varejo;PR;Żabbar;04/06/2018;Inativo;;
427;490-63-9540;Mydeo;Varejo;TO;Saint Louis;08/08/2022;Ativo;;
944;890-36-2187;Trunyx;Serviços;SP;Wangjiachang;29/03/2015;Ativo;;
164;453-69-6490;Meejo;Varejo;RJ;Kramat;30/10/2011;Inativo;;
308;404-40-4654;Jazzy;Serviços;TO;Dananshan;16/03/2011;Ativo;;
755;644-20-4047;Livetube;Serviços;MG;Esquipulas Palo Gordo;03/07/2009;Ativo;;
280;776-87-1426;Dazzlesphere;Industria;RN;Nossa Senhora da Glória;21/09/2008;Ativo;;
246;558-35-4429;Youopia;Varejo;PR;Lanxi;16/09/2011;Ativo;;
166;628-84-0119;Youtags;Varejo;SP;Skanör;09/10/2022;Ativo;;
269;733-80-5180;Voonder;Industria;TO;Riung;02/11/2021;Inativo;;
300;206-59-1581;Jetpulse;Industria;AM;Centenario;25/09/2008;Inativo;;
323;730-20-3902;Browsebug;Serviços;RR;Laweueng;05/03/2018;Ativo;;
69;834-90-6043;Jabbercube;Varejo;SE;Bang Krathum;12/10/2009;Ativo;;
569;847-96-1171;Shufflester;Varejo;PA;Taocun;29/09/2013;Ativo;;
447;253-38-7683;Oyondu;Industria;GO;Semīrom;16/01/2017;Inativo;;
193;361-74-2293;Yozio;Serviços;GO;Zásmuky;28/05/2016;Ativo;;
633;846-39-4524;Lazz;Varejo;AM;Sanyi;16/09/2025;Inativo;;
957;605-90-4095;Blogspan;Industria;RS;Samanggen;19/06/2017;Inativo;;
623;240-80-4785;Voomm;Serviços;TO;Balung;07/04/2017;Inativo;;
222;547-74-6901;Meevee;Serviços;SC;Banyutengah;31/08/2014;Inativo;;
167;496-87-9789;Babblestorm;Varejo;SC;Cateel;18/07/2021;Ativo;;
546;473-69-6387;Twitterbeat;Industria;MS;Macari;06/11/2020;Inativo;;
787;806-38-0430;Npath;Industria;SC;Gaofeng;07/02/2022;Ativo;;
186;868-93-0099;Bubblebox;Varejo;SP;Santa Ana Huista;28/01/2010;Ativo;;
543;285-47-8953;Vitz;Industria;MT;Curvelo;25/04/2014;Inativo;;
940;215-09-0693;Skipfire;Serviços;GO;Bettendorf;31/08/2010;Inativo;;
304;452-31-8079;Feedfish;Varejo;MA;Cernache do Bonjardim;01/08/2007;Inativo;;
434;669-37-7205;Gigaclub;Industria;PR;Loket;16/09/2019;Inativo;;
675;854-03-9560;Kimia;Serviços;RR;Miastko;17/06/2009;Ativo;;
748;536-71-8986;Twimm;Varejo;TO;Hengjie;03/04/2011;Ativo;;
387;158-05-2564;Topiclounge;Industria;PA;Sorocaba;17/02/2013;Ativo;;
204;481-57-0673;Youopia;Industria;MG;Sa’erhusong;16/09/2017;Ativo;;
50;373-77-4076;Twitterlist;Industria;PA;Xinli;17/12/2021;Ativo;;
236;721-59-5710;Blogtag;Varejo;MT;Shido;09/01/2023;Inativo;;
530;557-29-2813;Ooba;Serviços;MA;Chornobay;08/11/2010;Ativo;;
6;504-87-8399;Wikido;Industria;GO;Kokubunji;21/07/2023;Ativo;;
46;808-55-4647;Twimbo;Industria;AM;Lumbang;23/04/2016;Ativo;;
162;176-63-9756;Browsetype;Serviços;PA;Ta’erqi;04/07/2020;Inativo;;
304;745-64-9761;Skinix;Serviços;MG;Ntoum;06/06/2010;Inativo;;
738;742-37-4417;Meevee;Industria;RN;Konstancin-Jeziorna;14/02/2022;Inativo;;
525;114-79-9406;Viva;Serviços;MG;Margaharja;14/07/2021;Inativo;;
188;585-41-9190;Oyoba;Varejo;TO;Walenrang;25/05/2023;Inativo;;
25;788-39-5990;InnoZ;Serviços;PR;Kuantan;31/07/2021;Ativo;;
310;598-68-4238;Flashset;Industria;MA;Nyandoma;05/03/2025;Ativo;;
572;368-38-7836;Rhyzio;Serviços;RR;Rubiataba;06/06/2018;Inativo;;
997;681-22-5269;Wikibox;Industria;TO;Donostia-San Sebastian;08/08/2014;Ativo;;
861;855-75-6592;Demizz;Serviços;SE;Mingoyo;09/07/2023;Ativo;;
435;411-78-3084;Dazzlesphere;Varejo;RR;Shorapani;20/06/2007;Ativo;;
655;776-25-0909;Jetpulse;Serviços;MS;Cipinang;20/02/2020;Inativo;;
314;599-29-0427;Quire;Serviços;RJ;Biao;23/02/2020;Ativo;;
38;819-05-0334;Layo;Varejo;PR;Yuqi;23/05/2019;Inativo;;
970;464-68-5075;Eayo;Varejo;AM;Walichnowy;09/01/2021;Inativo;;
578;149-16-5115;Tagopia;Varejo;SP;Qiucun;08/11/2009;Ativo;;
893;805-30-1294;Teklist;Serviços;AM;Dayangqi;10/11/2019;Inativo;;
807;775-25-8882;Voolith;Varejo;AM;Hennenman;10/11/2021;Inativo;;
702;639-99-5194;Bubbletube;Serviços;RN;Chincha Baja;10/02/2017;Ativo;;
422;521-68-9473;Avamm;Serviços;RS;Kunjāh;12/03/2014;Inativo;;
626;481-72-0153;Buzzster;Industria;RS;Karpinsk;10/10/2018;Ativo;;
677;164-66-5850;Fanoodle;Varejo;MS;Toba;14/03/2021;Inativo;;
755;853-67-8711;Twiyo;Varejo;MG;Celeirós;30/06/2009;Inativo;;
815;563-59-9799;Meembee;Serviços;SP;Pasirpanjang;25/05/2018;Ativo;;
936;576-39-6596;Skyba;Industria;RS;Chepes;28/04/2022;Ativo;;
119;676-88-5710;Ozu;Serviços;MT;Dū Qal‘ah;15/04/2014;Inativo;;
340;516-50-0079;Blogtags;Varejo;PA;Watuagung;08/04/2017;Ativo;;
357;649-50-0953;Meemm;Varejo;PA;De la Paz;20/09/2010;Inativo;;
561;593-09-6466;Jaxbean;Industria;SE;Espargos;16/06/2024;Inativo;;
820;770-13-5683;Riffwire;Varejo;RR;Ilanskiy;07/05/2011;Inativo;;
136;217-67-5457;Feedbug;Serviços;MT;Tarusa;17/02/2017;Inativo;;
523;662-14-7219;Feedmix;Industria;SP;Vila Franca das Naves;21/11/2012;Inativo;;
149;478-04-5349;Geba;Varejo;TO;Dembeni;11/05/2010;Ativo;;
31;106-53-4024;Edgeify;Serviços;RR;Abejorral;13/07/2020;Inativo;;
638;698-92-4363;Blogtags;Varejo;AM;Znamenskoye;13/12/2009;Inativo;;
391;280-54-4620;Omba;Industria;SC;Amieirinha;17/05/2009;Ativo;;
400;104-94-9505;Linkbuzz;Industria;SE;Estreito Câmara de Lobos;21/10/2023;Ativo;;
965;205-11-7721;Lazz;Varejo;MG;Conchamarca;01/03/2017;Ativo;;
383;648-59-2674;Twinder;Varejo;AM;Erbil;19/10/2021;Inativo;;
487;555-97-2662;Oodoo;Varejo;RN;Saltsjöbaden;04/04/2011;Inativo;;
635;881-94-2470;Gabspot;Varejo;MG;Duekoué;03/03/2017;Inativo;;
63;387-85-0404;Jaxbean;Serviços;SC;Suzhou;09/01/2016;Inativo;;
539;137-41-1113;Minyx;Serviços;MS;Avon;15/09/2017;Ativo;;
803;298-78-2618;Wordify;Industria;MS;Gan Yavne;06/08/2009;Inativo;;
812;372-02-6935;Einti;Serviços;MG;Buenavista;05/07/2025;Ativo;;
53;674-30-7803;Trilith;Serviços;RR;Skien;30/04/2014;Ativo;;
244;892-98-5687;Mynte;Varejo;MT;Lumatil;12/09/2020;Inativo;;
352;253-11-4992;Eabox;Industria;SC;Corbeil-Essonnes;05/12/2023;Inativo;;
284;133-48-8299;Eazzy;Varejo;SP;Putun;16/12/2024;Inativo;;
798;315-75-0185;Wordtune;Industria;RN;Zhabagly;28/06/2017;Inativo;;
78;636-16-8626;Bluezoom;Serviços;AM;Nanterre;09/04/2024;Ativo;;
36;357-14-8262;Kwimbee;Industria;AM;Raposos;15/09/2023;Ativo;;
328;709-61-5187;Feedbug;Varejo;GO;Tarīm;12/05/2012;Ativo;;
634;411-56-5336;Photobug;Varejo;SC;Sabae;16/08/2020;Ativo;;
849;853-52-5526;Topiclounge;Varejo;SP;Siquisique;06/07/2007;Inativo;;
958;277-88-2527;Demivee;Industria;MS;Pyetrykaw;28/08/2021;Inativo;;
295;467-33-3214;Trilith;Varejo;RJ;Bílina Kyselka;24/02/2014;Ativo;;
712;312-34-7061;Latz;Varejo;TO;Selebi-Phikwe;23/05/2017;Ativo;;
661;213-51-8306;Trunyx;Serviços;MG;Azovo;15/09/2013;Inativo;;
64;191-80-5226;Topicshots;Industria;RJ;El Mirador;17/06/2020;Ativo;;
832;893-63-8788;Zoombox;Industria;MG;Cibolek Kidul;06/07/2016;Inativo;;
68;107-60-4093;Topiczoom;Varejo;SC;Balboa;20/04/2007;Inativo;;
908;619-64-7058;Eire;Varejo;PR;Jardoeira;21/01/2013;Inativo;;
900;815-31-5787;Jatri;Industria;SE;Loúros;18/12/2019;Inativo;;
903;644-33-7200;Muxo;Industria;SP;Magarao;09/07/2025;Inativo;;
63;793-94-2738;Tagchat;Serviços;TO;Tarvasjoki;11/05/2025;Inativo;;
533;228-30-6550;Tagcat;Varejo;SE;Listvyanka;27/04/2021;Inativo;;
267;882-34-2550;Kayveo;Serviços;MS;Lamont;19/03/2022;Inativo;;
435;763-78-0572;Skipstorm;Serviços;AM;Golovchino;23/12/2015;Inativo;;
29;361-88-8391;Skinte;Varejo;RS;Mỹ Thọ;14/12/2011;Ativo;;
292;563-56-2689;Pixoboo;Varejo;SE;Gokwe;27/10/2019;Inativo;;
121;250-27-8594;Photolist;Serviços;TO;Ostashkov;16/02/2009;Inativo;;
2;770-06-9277;Wordware;Varejo;SC;Chishtiān Mandi;06/02/2020;Ativo;;
842;452-83-9332;Trilia;Industria;MT;Pailitas;13/04/2012;Inativo;;
885;214-79-6355;Zazio;Varejo;SP;Perepravnaya;18/11/2014;Inativo;;
908;390-55-3332;Youopia;Industria;AM;Sabirabad;16/04/2023;Inativo;;
387;762-24-4475;Zoomzone;Varejo;PR;Konakridee;22/03/2020;Ativo;;
969;646-60-8711;Shuffletag;Serviços;PR;Saint-Étienne;03/07/2024;Ativo;;
201;620-21-1339;Npath;Serviços;RJ;Söderhamn;15/07/2015;Ativo;;
705;145-13-1832;Pixope;Varejo;AM;Šentvid pri Stični;13/04/2021;Inativo;;
113;416-67-2711;Kazu;Serviços;PR;Dongshangguan;29/09/2013;Ativo;;
545;655-93-0291;Demivee;Serviços;MG;Macapo;28/12/2021;Ativo;;
536;212-76-7168;Meevee;Industria;PR;Nguluhan;09/11/2013;Inativo;;
188;380-29-4235;Bluejam;Serviços;RS;General Viamonte;19/11/2024;Inativo;;
662;316-44-0147;Gevee;Serviços;RS;Bayeux;13/11/2016;Ativo;;
955;586-50-7113;Jaloo;Industria;AM;Taganskiy;14/01/2023;Ativo;;
900;212-69-2307;Meezzy;Varejo;SP;Sergach;26/05/2016;Inativo;;
897;571-23-3782;Innotype;Varejo;RR;Beixin;17/09/2020;Inativo;;
117;400-18-9383;Brainsphere;Industria;RS;Shishang;31/12/2013;Inativo;;
537;141-85-6929;Jayo;Serviços;RR;Jiaoxie;10/07/2020;Ativo;;
55;314-91-4257;Einti;Industria;RS;Solna;11/11/2024;Inativo;;
815;455-44-5601;Bubblebox;Industria;SP;Xialiao;25/03/2010;Inativo;;
223;544-68-6877;Realfire;Serviços;AM;Mairiporã;12/12/2019;Inativo;;
567;299-11-6745;Oyoba;Serviços;MG;Tai’an;10/06/2020;Inativo;;
76;303-59-0261;Tavu;Serviços;GO;Kilifi;23/08/2012;Inativo;;
543;812-51-0602;Topicware;Varejo;SP;Charlestown;28/09/2011;Inativo;;
470;718-50-0484;Reallinks;Varejo;TO;Khon Buri;17/08/2024;Inativo;;
475;775-10-5590;Zazio;Serviços;RS;Żyrardów;18/10/2012;Ativo;;
733;820-59-5609;Skippad;Industria;SP;Guinabsan;24/03/2018;Ativo;;
742;887-46-1374;Linkbridge;Serviços;RS;Altan Emel;20/08/2015;Ativo;;
289;105-40-9640;Viva;Serviços;SP;Zhuangtou;04/03/2024;Inativo;;
368;800-64-4250;Photojam;Industria;GO;Áyios Yeóryios;10/08/2009;Ativo;;
158;355-49-1232;Realmix;Industria;MG;Yayao;15/08/2018;Inativo;;
691;833-52-3325;Shuffletag;Serviços;RJ;Lewolang;08/10/2014;Ativo;;
718;172-66-4441;Vinte;Industria;GO;El Peñol;09/11/2011;Inativo;;
544;696-99-3325;Browsezoom;Serviços;TO;Non Suwan;21/08/2023;Inativo;;
92;878-43-0764;Quinu;Serviços;MS;Sajia;22/08/2011;Inativo;;
372;139-75-8375;Meeveo;Serviços;SP;Sanlian;15/08/2012;Inativo;;
192;644-10-2951;Bluezoom;Varejo;GO;Jīroft;01/04/2019;Inativo;;
400;152-75-4368;Tagchat;Varejo;TO;Almelo;27/07/2011;Inativo;;
786;184-19-9973;Kare;Varejo;RR;Palermo;14/03/2011;Inativo;;
115;736-85-8327;Babbleblab;Serviços;MT;Lees Summit;30/10/2007;Inativo;;
953;230-76-0506;Rhyloo;Varejo;MS;San Carlos;18/12/2019;Inativo;;
659;790-74-7359;Photobug;Serviços;RR;Del Pilar;11/08/2012;Ativo;;
630;840-25-7401;Eimbee;Serviços;SP;Pemzashen;15/03/2024;Inativo;;
972;377-12-9061;Centimia;Industria;MG;Mehrān;17/09/2008;Ativo;;
420;410-29-6997;Quatz;Serviços;RN;Puerto Nariño;05/02/2008;Ativo;;
392;509-62-5428;Twitterwire;Varejo;RJ;Divinópolis;29/07/2013;Ativo;;
817;230-57-1069;Blogtags;Industria;AM;Tongqing;30/05/2010;Ativo;;
520;617-46-0724;Dabjam;Serviços;RJ;Harbin;29/12/2019;Inativo;;
301;260-18-8387;Bubblemix;Industria;SC;Xianxi;14/03/2020;Ativo;;
445;416-69-6663;Dynabox;Serviços;RS;Āsmār;25/10/2018;Ativo;;
431;172-67-2669;Eare;Serviços;SP;Pereira Barreto;07/05/2022;Inativo;;
937;509-06-2136;Gabtype;Serviços;SP;Jales;22/11/2020;Ativo;;
43;590-35-6876;Pixonyx;Serviços;PR;Sukorejo;01/08/2009;Inativo;;
653;336-08-2799;Eire;Industria;TO;Kakanj;20/04/2019;Ativo;;
759;121-84-8120;Brainverse;Industria;RS;Smedjebacken;21/10/2020;Inativo;;
411;685-20-7415;Gabtype;Varejo;PA;Topeka;10/11/2018;Ativo;;
617;650-36-1673;Youfeed;Serviços;MS;Yihe;10/09/2007;Inativo;;
485;235-77-9922;Ntag;Varejo;RR;Mori;26/05/2017;Inativo;;
688;580-71-6087;Trunyx;Serviços;MS;Sabana Grande de Boyá;14/10/2023;Inativo;;
978;677-26-4556;Skinte;Industria;MG;Velagići;18/11/2010;Inativo;;
802;762-49-6752;Rooxo;Serviços;PA;Vacenovice;24/07/2023;Inativo;;
596;817-36-6818;Quamba;Varejo;MS;El Lolo;30/10/2013;Ativo;;
766;344-18-2841;Twiyo;Serviços;PA;St. Anton an der Jeßnitz;16/06/2020;Ativo;;
625;497-55-9459;Buzzshare;Serviços;TO;Banān;25/04/2012;Inativo;;
628;445-26-3455;Twimbo;Industria;MG;Lobanovo;01/06/2023;Inativo;;
690;701-26-3823;Tagopia;Serviços;RJ;Gubkinskiy;25/11/2015;Inativo;;
373;309-40-9839;Brainbox;Varejo;SE;Pontivy;30/11/2007;Inativo;;
569;877-38-0752;Photojam;Serviços;GO;Centre de Flacq;06/12/2019;Ativo;;
141;820-84-0724;Buzzdog;Industria;MT;Tangzha;27/02/2009;Ativo;;
399;361-54-2470;Realcube;Varejo;MT;Llocllapampa;19/01/2018;Inativo;;
367;576-60-7757;Dabtype;Varejo;AM;Mulyorejo;16/01/2013;Ativo;;
123;534-23-6467;Blognation;Serviços;SC;Stonewall;26/04/2020;Inativo;;
732;481-03-8170;LiveZ;Serviços;SE;Gouménissa;26/05/2008;Ativo;;
145;641-11-8649;Voomm;Serviços;SC;Bandhagen;20/01/2014;Ativo;;
413;714-31-1120;Eidel;Serviços;RS;Rosaspata;25/06/2021;Ativo;;
346;805-51-0790;Edgewire;Varejo;MG;Nedašov;13/10/2018;Inativo;;
908;544-40-4223;Kamba;Serviços;RS;Wujian;22/03/2018;Inativo;;
186;839-05-2084;Flashpoint;Serviços;MG;Sharjah;27/03/2018;Inativo;;
842;663-69-7246;Photobug;Serviços;SP;Turka;29/09/2025;Ativo;;
820;662-09-9258;Buzzster;Serviços;TO;Chirongui;09/10/2024;Inativo;;
810;717-77-6030;Eidel;Varejo;SP;Maliana;23/03/2009;Ativo;;
562;452-83-4144;Kazu;Industria;SE;Koten;06/02/2008;Inativo;;
857;365-11-2604;Quamba;Varejo;AM;Bilhó;06/10/2021;Ativo;;
748;818-33-7710;Jabbersphere;Varejo;AM;Zumiao;17/05/2010;Inativo;;
564;886-08-1800;Mudo;Varejo;PA;Sishiba;19/06/2010;Ativo;;
365;479-05-9124;Yozio;Varejo;RS;Huancabamba;10/07/2025;Inativo;;
991;895-21-2413;Skinte;Serviços;MT;Monte Branco;26/01/2007;Inativo;;
169;652-64-3146;Zoomcast;Serviços;RN;Volzhskiy;26/06/2021;Ativo;;
466;442-40-0181;Innotype;Industria;RR;Ust’-Dzheguta;05/05/2020;Ativo;;
437;829-96-3377;Realmix;Industria;SE;Lacabamba;12/12/2018;Ativo;;
881;362-91-3106;Skibox;Varejo;RJ;Vrané nad Vltavou;05/05/2020;Ativo;;
290;229-59-0036;Rooxo;Varejo;MG;Roanoke;25/03/2012;Inativo;;
749;126-09-4734;Divavu;Industria;SE;Jambeyan;27/11/2009;Ativo;;
101;662-16-8885;Skiptube;Serviços;RN;Yanfolila;27/01/2018;Inativo;;
348;505-39-7754;Midel;Varejo;MS;Lyon;13/01/2021;Ativo;;
418;711-65-7259;Voomm;Serviços;MS;Los Algarrobos;20/05/2024;Ativo;;
646;749-73-7828;Oodoo;Serviços;MT;La Soledad;21/07/2012;Ativo;;
937;573-81-7811;Reallinks;Varejo;PR;Sakai;27/04/2018;Inativo;;
772;713-75-3309;JumpXS;Industria;AM;Semang;17/08/2019;Inativo;;
512;689-82-9779;Omba;Serviços;AM;Watuweri;20/01/2021;Inativo;;
164;663-54-3007;Rhyzio;Varejo;SC;Höllviken;04/09/2015;Inativo;;
975;283-44-1100;Kwilith;Industria;RS;La Gi;21/12/2007;Inativo;;
992;149-85-7240;Mybuzz;Industria;SC;Lagasit;15/08/2010;Ativo;;
847;674-69-3893;Roodel;Industria;TO;Thung Song;28/04/2010;Inativo;;
546;143-03-3130;Wordtune;Varejo;MG;Noginsk-9;05/06/2021;Ativo;;
345;151-27-6050;Voomm;Varejo;RJ;Kivsharivka;23/06/2014;Ativo;;
835;304-38-5946;Devcast;Serviços;SP;Pyatigorsk;01/12/2015;Inativo;;
682;212-28-7769;Oba;Serviços;MA;Laç;18/10/2007;Ativo;;
133;704-87-6842;Reallinks;Varejo;MT;Áno Liósia;31/10/2020;Inativo;;
277;195-87-5504;Shufflebeat;Serviços;RS;Moch;28/11/2021;Inativo;;
834;589-85-0921;Katz;Serviços;RS;Morteros;25/09/2018;Ativo;;
803;142-47-1230;Avavee;Varejo;PA;Quận Năm;25/12/2014;Inativo;;
341;390-50-4817;Oyoba;Varejo;PR;Chester;19/09/2011;Ativo;;
922;897-48-5458;Wikibox;Varejo;RJ;Bergen;12/12/2018;Ativo;;
442;568-20-1341;Nlounge;Varejo;RJ;Żychlin;15/04/2023;Ativo;;
630;281-31-8851;Thoughtstorm;Serviços;RN;Sicamous;11/08/2019;Inativo;;
903;889-15-1688;Chatterbridge;Serviços;RN;Gremyachinsk;09/10/2012;Inativo;;
830;143-85-8210;Flashdog;Serviços;PR;Dayuan;09/07/2019;Inativo;;
127;126-75-8902;Twitternation;Serviços;MS;Shkodër;13/02/2017;Ativo;;
201;804-18-9068;Plajo;Serviços;RR;Saint-Quentin;04/08/2018;Ativo;;
843;330-21-6476;Skipstorm;Varejo;SC;Moss;31/03/2007;Inativo;;
79;627-68-9995;Vinder;Varejo;RR;Sada;06/01/2013;Inativo;;
926;649-38-6314;Quatz;Industria;PR;Lukavice;01/08/2009;Ativo;;
937;738-46-4093;Buzzbean;Industria;RJ;Yantongtun;19/06/2013;Ativo;;
559;500-66-4544;Babbleblab;Industria;AM;Bang Bua Thong;27/04/2007;Inativo;;
513;112-13-6728;Wordware;Industria;MS;Pakembangan;18/08/2009;Inativo;;
906;488-89-2934;Devpoint;Varejo;SP;Martin;13/05/2011;Inativo;;
329;555-09-6578;Zoomlounge;Industria;MT;Lianghe;24/03/2025;Inativo;;
654;616-49-1414;Topdrive;Industria;MG;Yanggu;16/07/2010;Ativo;;
486;449-14-3089;Jaxspan;Varejo;RJ;Zielona Góra;03/02/2016;Inativo;;
445;501-88-6331;Meemm;Varejo;RJ;Dehī;03/09/2011;Ativo;;
65;722-94-5357;Wikizz;Industria;SP;Houjia;06/10/2021;Ativo;;
744;629-63-5844;Skippad;Industria;SE;Vinhedo;10/09/2020;Inativo;;
555;259-56-8615;Quatz;Industria;AM;Babat;08/07/2025;Inativo;;
638;693-19-6088;Jabberbean;Varejo;SP;Siumate;23/12/2021;Inativo;;
211;325-88-9688;Zoomcast;Varejo;PA;Langzhong;20/12/2010;Inativo;;
601;581-77-8238;Oba;Serviços;SE;Rezovac;11/03/2018;Ativo;;
91;839-74-0738;Avamm;Industria;MA;Avignon;21/04/2024;Ativo;;
596;491-41-1066;Oodoo;Industria;SP;Accha;19/06/2025;Ativo;;
285;528-60-1282;Flipbug;Serviços;MA;Skała;13/01/2013;Inativo;;
343;780-51-7652;Tagfeed;Varejo;RS;Cubará;23/03/2017;Inativo;;
665;149-37-7733;Quinu;Varejo;AM;Petaling Jaya;12/09/2007;Ativo;;
245;723-35-2059;Blogtags;Varejo;MA;Gorskaya;24/09/2024;Ativo;;
939;709-05-0813;Zoomzone;Varejo;SP;Zhangjiawo;15/12/2023;Ativo;;
298;661-44-8006;Yodo;Serviços;SE;Siaya;21/04/2018;Inativo;;
479;527-69-2653;Quaxo;Serviços;RN;Bangekdewa;30/08/2017;Inativo;;
209;112-58-3476;Meevee;Industria;PA;Mamponteng;22/10/2009;Ativo;;
430;834-17-0279;Jabberstorm;Varejo;SC;Fernandópolis;15/06/2015;Inativo;;
455;354-38-7473;Youspan;Varejo;MS;Shazi;17/06/2020;Inativo;;
405;122-97-5821;Ntag;Serviços;AM;Alingsås;15/11/2021;Inativo;;
317;406-14-1312;Eayo;Industria;AM;Dushu;17/11/2020;Inativo;;
589;245-07-5842;Zazio;Industria;MT;Delray Beach;02/05/2021;Inativo;;
766;182-09-3294;Linktype;Varejo;RR;Grindavík;31/03/2009;Inativo;;
177;842-72-4671;Feedfire;Serviços;MS;Niort;24/11/2018;Ativo;;
249;843-10-0375;Linktype;Serviços;SP;Changning;22/02/2010;Ativo;;
51;869-41-6268;Centimia;Industria;GO;Wissous;08/12/2022;Ativo;;
850;375-05-0484;Twitterworks;Industria;GO;Jeziorany;06/07/2007;Inativo;;
453;615-73-3931;Feedspan;Varejo;PA;Villa Carlos Paz;29/03/2013;Ativo;;
86;344-35-5364;Rhynoodle;Varejo;MT;Shakhtars’k;18/09/2010;Inativo;;
732;313-20-9580;Quimba;Serviços;RN;Lenchwe Le Tau;16/01/2019;Inativo;;
897;862-39-4546;Dynabox;Varejo;RS;Miandrivazo;09/07/2009;Inativo;;
661;773-75-5360;Reallinks;Industria;MT;Bayan;28/05/2018;Inativo;;
137;416-58-6308;Twitternation;Industria;MS;Charleville-Mézières;17/01/2016;Inativo;;
359;725-15-3641;Rhybox;Serviços;PR;Trzin;30/07/2025;Ativo;;
351;589-90-7696;Flipstorm;Varejo;SC;Postupice;12/02/2021;Inativo;;
579;244-77-6181;Feedfish;Serviços;RS;Hoorn;20/05/2022;Inativo;;
913;159-46-6225;Dabshots;Industria;PA;Pataias;07/10/2016;Ativo;;
507;266-73-5758;Feedspan;Varejo;MG;Tambangan;21/12/2022;Ativo;;
255;268-35-8327;Kwideo;Serviços;TO;Anahawan;21/08/2018;Ativo;;
732;129-66-5421;Twinder;Industria;TO;Obama;16/02/2016;Ativo;;
345;863-74-7346;Roombo;Varejo;AM;Sibut;04/11/2012;Inativo;;
875;871-48-5655;Oozz;Varejo;PR;Toyokawa;15/05/2019;Inativo;;
138;194-56-6432;Demivee;Serviços;SP;Stylída;27/12/2015;Inativo;;
769;780-16-0828;Bluezoom;Varejo;AM;Izlake;21/05/2014;Inativo;;
